Packet Number (n), App Timestamp (us),Sensor Timestamp (us),1 (uV),2 (uV),3 (uV),4 (uV),5 (uV),6 (uV),7 (uV),8 (uV),9 (uV),10 (uV),11 (uV),12 (uV),13 (uV),14 (uV),15 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,263,-2,2,-641,-1627,2890,,,,,,,,,,,,4,,,,,
,340,-1,484,1524,2036,7697,,,,,,,,,,,,10,,,,,
,1138,-13,1818,5318,8474,14763,,,,,,,,,,,,-5,,,,,
,-2379,26,432,1322,2830,-1911,,,,,,,,,,,,-18,,,,,
,600,-46,-37,-93,189,-1802,,,,,,,,,,,,13,,,,,
,56,3,-475,-1245,-2443,1849,,,,,,,,,,,,9,,,,,
,-272,-10,-1755,-5125,-8829,-11869,,,,,,,,,,,,8,,,,,
,-486,15,-423,-1326,-2294,-5053,,,,,,,,,,,,-11,,,,,
,329,-5,-15,-94,611,-6302,,,,,,,,,,,,-3,,,,,
,-221,1,429,1150,2341,1461,,,,,,,,,,,,-9,,,,,
,191,5,1786,5232,8010,20554,,,,,,,,,,,,,,,,,
,660,-5,478,1499,1753,8047,,,,,,,,,,,,2,,,,,
,-120,-30,42,111,15,-210,,,,,,,,,,,,10,,,,,
,-237,4,-485,-1365,-1483,-9787,,,,,,,,,,,,5,,,,,
,7,-6,-1830,-5312,-8099,-17698,,,,,,,,,,,,-14,,,,,
,-78,1,-458,-1387,-2654,664,,,,,,,,,,,,-2,,,,,
,161,15,26,92,-453,3689,,,,,,,,,,,,2,,,,,
,-329,-17,488,1342,2044,3348,,,,,,,,,,,,7,,,,,
,750,7,1788,5097,8976,9182,,,,,,,,,,,,3,,,,,
,-1278,-15,412,1321,2513,1862,,,,,,,,,,,,-6,,,,,
,1410,9,-11,8,-364,5067,,,,,,,,,,,,-5,,,,,
,-1052,-19,-439,-1172,-2504,320,,,,,,,,,,,,-3,,,,,
,6544,5,-1781,-5093,-8407,-15254,,,,,,,,,,,,-2,,,,,
,-3852,-16,-437,-1501,-1718,-10614,,,,,,,,,,,,10,,,,,
,-1665,1,-30,-188,159,-3185,,,,,,,,,,,,1,,,,,
,-1298,4,448,1241,1697,8314,,,,,,,,,,,,12,,,,,
,681,-6,1830,5722,8792,21042,,,,,,,,,,,,-5,,,,,
,1686,1,471,1023,1136,2630,,,,,,,,,,,,3,,,,,
,-2081,-9,-9,96,881,-5304,,,,,,,,,,,,-7,,,,,
,-231,9,-513,-1349,-1685,-6549,,,,,,,,,,,,-6,,,,,
,488,-19,-1807,-5242,-8767,-10531,,,,,,,,,,,,-5,,,,,
,-578,15,-409,-1325,-2718,-575,,,,,,,,,,,,8,,,,,
,285,3,41,129,-109,339,,,,,,,,,,,,-2,,,,,
,79,,441,1127,2610,-2378,,,,,,,,,,,,-6,,,,,
,217,-18,1774,5121,8817,12021,,,,,,,,,,,,1,,,,,
,1385,10,430,1428,1844,9258,,,,,,,,,,,,,,,,,
,-2111,-17,23,68,-438,4033,,,,,,,,,,,,10,,,,,
,468,-1,-437,-1163,-2181,-2955,,,,,,,,,,,,-16,,,,,
,-24,,-1808,-5277,-7856,-20977,,,,,,,,,,,,8,,,,,
,9,9,-475,-1498,-1896,-8249,,,,,,,,,,,,3,,,,,
,350,-25,-6,15,-311,4625,,,,,,,,,,,,1,,,,,
,-358,-18,479,1285,1612,7570,,,,,,,,,,,,6,,,,,
,-68,,1817,5335,8306,16131,,,,,,,,,,,,8,,,,,
,-116,-1,436,1316,2693,-1143,,,,,,,,,,,,-16,,,,,
,653,,-41,-87,449,-3842,,,,,,,,,,,,-1,,,,,
,-460,2,-465,-1252,-2369,1020,,,,,,,,,,,,6,,,,,
,446,-3,-1769,-5164,-8877,-11131,,,,,,,,,,,,-7,,,,,
,-80,-25,-402,-1281,-2445,-3779,,,,,,,,,,,,7,,,,,
,-391,41,-8,-37,520,-5324,,,,,,,,,,,,-1,,,,,
,-417,-28,409,863,2065,-1597,,,,,,,,,,,,-4,,,,,
,471,3,1786,5857,9339,22092,,,,,,,,,,,,3,,,,,
,238,-19,473,917,715,6824,,,,,,,,,,,,1,,,,,
,65,-14,34,247,50,1339,,,,,,,,,,,,,,,,,
,69,3,-480,-1277,-1506,-8520,,,,,,,,,,,,-9,,,,,
,-446,,-1829,-5338,-7984,-19789,,,,,,,,,,,,10,,,,,
,-239,-4,-453,-1401,-2548,-414,,,,,,,,,,,,7,,,,,
,354,-2,34,26,-479,4408,,,,,,,,,,,,-14,,,,,
,-149,-14,489,1374,1932,4587,,,,,,,,,,,,-12,,,,,
,67,17,1790,5170,8888,10383,,,,,,,,,,,,12,,,,,
,165,-21,415,1311,2678,-171,,,,,,,,,,,,-2,,,,,
,293,2,-33,-22,-276,3951,,,,,,,,,,,,5,,,,,
,-248,-16,-424,-1177,-2478,1120,,,,,,,,,,,,1,,,,,
,-607,16,-1761,-5097,-8609,-14145,,,,,,,,,,,,9,,,,,
,566,5,-455,-1485,-1863,-9459,,,,,,,,,,,,-3,,,,,
,173,-7,-27,-112,490,-4803,,,,,,,,,,,,-5,,,,,
,-363,-3,444,1220,1847,7270,,,,,,,,,,,,-11,,,,,
,-228,-1,1807,5290,7973,19991,,,,,,,,,,,,-1,,,,,
,287,1,479,1561,1992,5863,,,,,,,,,,,,2,,,,,
,-686,1,-4,-66,423,-4727,,,,,,,,,,,,12,,,,,
,88,-12,-478,-1364,-1535,-8496,,,,,,,,,,,,5,,,,,
,30,16,-1825,-5231,-8655,-11724,,,,,,,,,,,,-2,,,,,
,-124,-1,-421,-1369,-2738,146,,,,,,,,,,,,-3,,,,,
,79,-11,27,135,-214,1420,,,,,,,,,,,,-5,,,,,
,811,3,450,1191,2484,-1061,,,,,,,,,,,,,,,,,
,534,-16,1765,5096,8891,10235,,,,,,,,,,,,14,,,,,
,-804,9,434,1255,1742,7278,,,,,,,,,,,,-14,,,,,
,-190,-14,-7,564,551,6883,,,,,,,,,,,,,,,,,
,54,,-416,-1685,-3351,-4098,,,,,,,,,,,,4,,,,,
,120,-1,-1775,-5051,-7677,-18971,,,,,,,,,,,,,,,,,
,313,1,-474,-1532,-1748,-9937,,,,,,,,,,,,1,,,,,
,142,3,-17,-22,-183,3165,,,,,,,,,,,,2,,,,,
,-472,-30,446,1262,1600,8341,,,,,,,,,,,,-3,,,,,
,-355,26,1838,5380,8190,17134,,,,,,,,,,,,-2,,,,,
,-351,-23,462,1390,2593,291,,,,,,,,,,,,-4,,,,,
,541,23,-37,-132,507,-5528,,,,,,,,,,,,2,,,,,
,-493,-30,-479,-1269,-2190,-430,,,,,,,,,,,,8,,,,,
,789,7,-1764,-5202,-8879,-10478,,,,,,,,,,,,3,,,,,
,55,-10,-412,-1256,-2531,-2727,,,,,,,,,,,,-7,,,,,
,301,-9,-10,-27,353,-3965,,,,,,,,,,,,1,,,,,
,-236,9,427,1099,2605,-2244,,,,,,,,,,,,5,,,,,
,-461,7,1765,5204,8298,18148,,,,,,,,,,,,-7,,,,,
,-207,-38,456,1460,1739,9481,,,,,,,,,,,,-3,,,,,
,2344,22,32,143,-294,1968,,,,,,,,,,,,-5,,,,,
,-2458,,-437,-1252,-1693,-7221,,,,,,,,,,,,8,,,,,
,316,-2,-1815,-5371,-7873,-21237,,,,,,,,,,,,-3,,,,,
,-492,-17,-486,-1439,-2408,-2035,,,,,,,,,,,,-1,,,,,
,853,-3,20,26,-488,5080,,,,,,,,,,,,-1,,,,,
,-349,4,492,1384,1836,5551,,,,,,,,,,,,12,,,,,
,-306,-4,1812,5218,8758,11820,,,,,,,,,,,,,,,,,
,715,3,406,1289,2763,-1538,,,,,,,,,,,,1,,,,,
,-121,-13,-37,-61,-179,2119,,,,,,,,,,,,-1,,,,,
,-417,,-434,-1277,-2623,1412,,,,,,,,,,,,-12,,,,,
,59,1,-1752,-4664,-7901,-11389,,,,,,,,,,,,7,,,,,
,246,-18,-440,-1915,-2995,-9978,,,,,,,,,,,,6,,,,,
,952,4,-36,42,957,-5465,,,,,,,,,,,,9,,,,,
,-755,-4,417,1195,2004,5430,,,,,,,,,,,,-6,,,,,
,-535,5,1818,5275,7977,20688,,,,,,,,,,,,1,,,,,
,122,-17,490,1560,1871,6791,,,,,,,,,,,,-9,,,,,
,-99,8,6,-3,263,-3159,,,,,,,,,,,,,,,,,
,256,-26,-491,-1376,-1407,-9679,,,,,,,,,,,,10,,,,,
,2732,18,-1828,-5263,-8472,-13629,,,,,,,,,,,,-5,,,,,
,-3209,,-422,-1388,-2750,686,,,,,,,,,,,,9,,,,,
,-161,,45,126,-335,2363,,,,,,,,,,,,-3,,,,,
,509,-32,456,1244,2336,509,,,,,,,,,,,,-7,,,,,
,60,13,1755,5080,9011,9136,,,,,,,,,,,,-2,,,,,
,-47,-3,430,1377,2150,5942,,,,,,,,,,,,2,,,,,
,340,,,23,-461,5283,,,,,,,,,,,,,,,,,
,-556,-8,-411,-1100,-2349,-964,,,,,,,,,,,,5,,,,,
,45,-1,-1791,-5202,-8183,-18154,,,,,,,,,,,,-3,,,,,
,-63,-18,-464,-1535,-1682,-10917,,,,,,,,,,,,-8,,,,,
,526,18,-33,-45,-28,1197,,,,,,,,,,,,4,,,,,
,19,-31,456,1242,1603,8821,,,,,,,,,,,,1,,,,,
,-227,17,1841,5375,8098,17982,,,,,,,,,,,,-5,,,,,
,-468,-2,444,1445,2432,1913,,,,,,,,,,,,11,,,,,
,234,-14,-38,-143,587,-6433,,,,,,,,,,,,-11,,,,,
,23,8,-471,-1288,-2025,-2483,,,,,,,,,,,,3,,,,,
,132,2,-1784,-5442,-9304,-10905,,,,,,,,,,,,-11,,,,,
,-38,-10,-400,-608,-1389,577,,,,,,,,,,,,14,,,,,
,-280,-23,10,-541,-904,-4383,,,,,,,,,,,,-5,,,,,
,-139,25,425,1214,2960,-2664,,,,,,,,,,,,-10,,,,,
,121,-22,1760,5193,8482,16121,,,,,,,,,,,,-4,,,,,
,119,-3,442,1455,1755,9897,,,,,,,,,,,,11,,,,,
,-206,4,63,122,-372,2784,,,,,,,,,,,,9,,,,,
,-108,-13,-451,-1204,-1810,-5442,,,,,,,,,,,,3,,,,,
,911,16,-1816,-5375,-7837,-22025,,,,,,,,,,,,-14,,,,,
,5065,-3,-485,-1470,-2240,-4293,,,,,,,,,,,,5,,,,,
,-3696,-13,-3,28,-441,5485,,,,,,,,,,,,3,,,,,
,-1638,3,497,1376,1721,6428,,,,,,,,,,,,-5,,,,,
,1124,-20,1818,5272,8530,13467,,,,,,,,,,,,3,,,,,
,-1417,-13,424,1315,2870,-2091,,,,,,,,,,,,7,,,,,
,625,-2,-37,-83,68,-69,,,,,,,,,,,,-6,,,,,
,391,,-461,-1248,-2507,2000,,,,,,,,,,,,-2,,,,,
,-934,2,-1759,-5105,-8791,-12305,,,,,,,,,,,,1,,,,,
,256,8,-419,-1322,-2131,-6273,,,,,,,,,,,,2,,,,,
,269,-9,-29,-129,605,-6624,,,,,,,,,,,,-6,,,,,
,-466,-17,416,1158,2183,3269,,,,,,,,,,,,-3,,,,,
,-149,16,1809,5237,7992,20839,,,,,,,,,,,,7,,,,,
,-61,5,489,1545,1833,7550,,,,,,,,,,,,-5,,,,,
,10,-21,14,55,85,-1534,,,,,,,,,,,,4,,,,,
,410,-1,-487,-1383,-1418,-10036,,,,,,,,,,,,3,,,,,
,-315,,-1819,-5307,-8300,-16000,,,,,,,,,,,,-5,,,,,
,182,-12,-437,-1406,-2760,856,,,,,,,,,,,,-2,,,,,
,-109,,37,-18,-668,2641,,,,,,,,,,,,4,,,,,
,-89,,463,1859,3226,4410,,,,,,,,,,,,-1,,,,,
,558,,1761,4525,7959,6565,,,,,,,,,,,,4,,,,,
,1499,,422,1521,2711,4228,,,,,,,,,,,,-1,,,,,
,-1691,-1,-3,-9,-460,5453,,,,,,,,,,,,-1,,,,,
,-570,,-420,-1121,-2441,-132,,,,,,,,,,,,-5,,,,,
,409,-31,-1765,-5140,-8340,-16503,,,,,,,,,,,,7,,,,,
,-15,2,-480,-1505,-1641,-11056,,,,,,,,,,,,-4,,,,,
,43,,-37,-78,185,-1110,,,,,,,,,,,,7,,,,,
,657,,452,1230,1625,8825,,,,,,,,,,,,-1,,,,,
,-843,13,1836,5317,8011,18725,,,,,,,,,,,,-7,,,,,
,-9,-5,471,1519,2270,3573,,,,,,,,,,,,-10,,,,,
,681,-53,-8,-114,626,-6524,,,,,,,,,,,,-6,,,,,
,-288,26,-499,-1335,-1862,-4831,,,,,,,,,,,,6,,,,,
,-93,18,-1793,-5212,-8828,-9983,,,,,,,,,,,,13,,,,,
,-231,-15,-411,-1297,-2688,-1174,,,,,,,,,,,,-4,,,,,
,-92,-27,34,93,24,-701,,,,,,,,,,,,11,,,,,
,101,23,426,1097,2678,-3027,,,,,,,,,,,,-5,,,,,
,-681,,1754,5135,8633,13674,,,,,,,,,,,,-5,,,,,
,2469,,445,1445,1829,9895,,,,,,,,,,,,7,,,,,
,-1948,15,33,100,-430,3526,,,,,,,,,,,,3,,,,,
,-31,-50,-429,-1142,-2023,-3995,,,,,,,,,,,,-5,,,,,
,620,3,-1815,-5354,-7826,-21830,,,,,,,,,,,,10,,,,,
,-419,-19,-478,-1497,-2046,-6566,,,,,,,,,,,,-12,,,,,
,-74,-1,,10,-389,5313,,,,,,,,,,,,-8,,,,,
,238,-10,490,1089,1203,6288,,,,,,,,,,,,8,,,,,
,-911,9,1812,5950,9595,17239,,,,,,,,,,,,3,,,,,
,787,-13,420,805,1819,-3645,,,,,,,,,,,,2,,,,,
,132,13,-28,-2,423,-2034,,,,,,,,,,,,5,,,,,
,1515,-22,-460,-1191,-2328,1989,,,,,,,,,,,,2,,,,,
,-2438,10,-1767,-5168,-8904,-11765,,,,,,,,,,,,-10,,,,,
,543,1,-407,-1278,-2276,-4732,,,,,,,,,,,,2,,,,,
,-42,-20,-11,-102,599,-6223,,,,,,,,,,,,4,,,,,
,824,-11,411,1092,2322,905,,,,,,,,,,,,-4,,,,,
,-1313,2,1779,5252,8102,20586,,,,,,,,,,,,1,,,,,
,50,-2,466,1535,1769,8262,,,,,,,,,,,,-1,,,,,
,450,-1,47,102,-67,-69,,,,,,,,,,,,-13,,,,,
,686,1,-470,-1346,-1459,-9566,,,,,,,,,,,,8,,,,,
,-644,,-1838,-5355,-8138,-18227,,,,,,,,,,,,8,,,,,
,-422,-21,-460,-1403,-2644,510,,,,,,,,,,,,-5,,,,,
,393,1,33,117,-433,3897,,,,,,,,,,,,-2,,,,,
,-309,21,491,1330,2015,3548,,,,,,,,,,,,5,,,,,
,1283,-21,1774,5120,9003,9465,,,,,,,,,,,,-5,,,,,
,-1386,-11,409,1303,2502,1291,,,,,,,,,,,,4,,,,,
,497,1,-19,47,-333,4993,,,,,,,,,,,,1,,,,,
,99,10,-416,-1183,-2468,568,,,,,,,,,,,,2,,,,,
,204,-11,-1761,-5121,-8480,-15092,,,,,,,,,,,,-6,,,,,
,-271,1,-443,-1503,-1786,-10477,,,,,,,,,,,,-1,,,,,
,-280,,-36,-105,359,-3357,,,,,,,,,,,,5,,,,,
,-180,-20,438,1240,1760,8394,,,,,,,,,,,,-3,,,,,
,195,-1,1808,5291,7960,19413,,,,,,,,,,,,-12,,,,,
,46,2,483,1341,1693,4056,,,,,,,,,,,,,,,,,
,52,-2,-16,576,1786,-3227,,,,,,,,,,,,-3,,,,,
,-386,-11,-497,-2010,-2854,-9520,,,,,,,,,,,,12,,,,,
,1300,24,-1800,-5043,-8427,-10010,,,,,,,,,,,,-1,,,,,
,-1129,-12,-425,-1296,-2652,-218,,,,,,,,,,,,-11,,,,,
,543,-34,43,118,-143,538,,,,,,,,,,,,8,,,,,
,-440,,449,1139,2567,-2185,,,,,,,,,,,,7,,,,,
,832,23,1749,5121,8841,11585,,,,,,,,,,,,-5,,,,,
,-839,-20,430,1421,1891,9032,,,,,,,,,,,,-13,,,,,
,-67,-2,29,53,-456,4250,,,,,,,,,,,,-2,,,,,
,-92,9,-427,-1104,-2143,-2585,,,,,,,,,,,,8,,,,,
,-301,-19,-1812,-5311,-7964,-20986,,,,,,,,,,,,,,,,,
,-65,,-473,-1503,-1847,-8621,,,,,,,,,,,,7,,,,,
,448,13,-23,-1,-291,4440,,,,,,,,,,,,-4,,,,,
,217,-32,477,1273,1602,7799,,,,,,,,,,,,6,,,,,
,235,-2,1833,5355,8281,16301,,,,,,,,,,,,-3,,,,,
,-324,23,450,1368,2693,-923,,,,,,,,,,,,-4,,,,,
,4,-32,-24,-111,448,-4322,,,,,,,,,,,,7,,,,,
,5,-2,-484,-1250,-2321,892,,,,,,,,,,,,-2,,,,,
,1170,13,-1766,-5183,-8896,-10966,,,,,,,,,,,,7,,,,,
,-1190,-12,-391,-1273,-2471,-3465,,,,,,,,,,,,-4,,,,,
,273,,-15,-69,472,-5201,,,,,,,,,,,,5,,,,,
,-503,12,392,1110,2554,-1149,,,,,,,,,,,,7,,,,,
,297,-30,1790,5219,8180,19549,,,,,,,,,,,,-11,,,,,
,-195,19,462,1479,1732,9010,,,,,,,,,,,,3,,,,,
,412,-20,48,83,-267,1052,,,,,,,,,,,,-1,,,,,
,-714,1,-457,-1380,-1758,-8855,,,,,,,,,,,,-4,,,,,
,225,-13,-1852,-4868,-6994,-18263,,,,,,,,,,,,3,,,,,
,321,32,-448,-1938,-3553,-2677,,,,,,,,,,,,,,,,,
,2513,-30,33,210,-141,5279,,,,,,,,,,,,-5,,,,,
,-2247,-2,470,1350,1872,4762,,,,,,,,,,,,5,,,,,
,-558,14,1795,5170,8889,10590,,,,,,,,,,,,-4,,,,,
,305,-32,424,1294,2671,-600,,,,,,,,,,,,-1,,,,,
,54,19,-21,31,-186,3847,,,,,,,,,,,,5,,,,,
,707,2,-440,-1195,-2541,1223,,,,,,,,,,,,-8,,,,,
,-241,-21,-1767,-5092,-8616,-13916,,,,,,,,,,,,-1,,,,,
,-61,-12,-437,-1445,-1845,-9193,,,,,,,,,,,,4,,,,,
,-241,2,-36,-146,485,-5211,,,,,,,,,,,,2,,,,,
,318,-2,427,1213,1867,7067,,,,,,,,,,,,3,,,,,
,-686,,1816,5273,7959,20150,,,,,,,,,,,,-2,,,,,
,123,,483,1565,1960,5954,,,,,,,,,,,,-2,,,,,
,27,2,,-40,411,-4498,,,,,,,,,,,,-3,,,,,
,1194,-1,-494,-1381,-1529,-8675,,,,,,,,,,,,7,,,,,
,-1267,-20,-1810,-5247,-8633,-12044,,,,,,,,,,,,-3,,,,,
,805,-13,-426,-1352,-2715,240,,,,,,,,,,,,-2,,,,,
,-619,,43,128,-243,1690,,,,,,,,,,,,-2,,,,,
,-291,13,452,1194,2458,-907,,,,,,,,,,,,7,,,,,
,267,,1765,5098,8948,10007,,,,,,,,,,,,4,,,,,
,-261,1,430,1423,2050,7648,,,,,,,,,,,,-9,,,,,
,581,-1,-2,49,-455,4858,,,,,,,,,,,,2,,,,,
,825,-27,-413,-1124,-2306,-1663,,,,,,,,,,,,2,,,,,
,-1579,-7,-1789,-5473,-8478,-20333,,,,,,,,,,,,-2,,,,,
,1010,24,-482,-925,-596,-7917,,,,,,,,,,,,-12,,,,,
,-909,4,-23,-549,-1169,1034,,,,,,,,,,,,11,,,,,
,-140,-37,469,1356,1805,8701,,,,,,,,,,,,4,,,,,
,184,1,1853,5420,8272,17493,,,,,,,,,,,,-5,,,,,
,-376,12,444,1399,2561,565,,,,,,,,,,,,-1,,,,,
,30,-11,-52,-168,518,-5848,,,,,,,,,,,,,,,,,
,653,,-497,-1238,-2152,-675,,,,,,,,,,,,3,,,,,
,1338,,-1775,-5200,-8887,-10353,,,,,,,,,,,,,,,,,
,276,6,-389,-1292,-2611,-2640,,,,,,,,,,,,-4,,,,,
,-1960,3,13,5,339,-3708,,,,,,,,,,,,2,,,,,
,2,-29,428,1174,2798,-2167,,,,,,,,,,,,10,,,,,
,-191,-13,1755,5118,8176,17534,,,,,,,,,,,,,,,,,
,487,12,449,1436,1662,9544,,,,,,,,,,,,-6,,,,,
,-347,1,42,176,-230,2215,,,,,,,,,,,,3,,,,,
,-211,-11,-452,-1250,-1725,-6963,,,,,,,,,,,,-3,,,,,
,76,6,-1808,-5369,-7853,-21425,,,,,,,,,,,,4,,,,,
,-45,4,-470,-1434,-2335,-2332,,,,,,,,,,,,-2,,,,,
,412,-10,15,28,-503,5154,,,,,,,,,,,,-6,,,,,
,-73,-22,495,1365,1799,5709,,,,,,,,,,,,6,,,,,
,-340,1,1787,5225,8701,12072,,,,,,,,,,,,,,,,,
,-50,9,418,1304,2797,-1698,,,,,,,,,,,,-1,,,,,
,376,-12,-31,-17,-72,1967,,,,,,,,,,,,,,,,,
,-203,-6,-441,-1245,-2517,1784,,,,,,,,,,,,-3,,,,,
,132,1,-1759,-5107,-8740,-13180,,,,,,,,,,,,,,,,,
,-93,-1,-430,-1398,-2008,-7594,,,,,,,,,,,,8,,,,,
,-107,,-18,-327,211,-7054,,,,,,,,,,,,-17,,,,,
,-291,6,409,1830,3225,7619,,,,,,,,,,,,5,,,,,
,990,-25,1787,4606,6777,18301,,,,,,,,,,,,5,,,,,
,-876,9,493,1753,2253,7573,,,,,,,,,,,,-10,,,,,
,1457,10,13,39,271,-2784,,,,,,,,,,,,5,,,,,
,-1446,1,-486,-1402,-1475,-9942,,,,,,,,,,,,-3,,,,,
,-176,-1,-1833,-5247,-8402,-13939,,,,,,,,,,,,6,,,,,
,295,-44,-432,-1378,-2765,767,,,,,,,,,,,,4,,,,,
,4,-3,49,139,-350,2602,,,,,,,,,,,,-8,,,,,
,-2,2,476,1236,2329,846,,,,,,,,,,,,-2,,,,,
,2707,,1766,5115,9022,8901,,,,,,,,,,,,12,,,,,
,-2405,17,409,1364,2189,5464,,,,,,,,,,,,6,,,,,
,929,-33,1,17,-445,5517,,,,,,,,,,,,-3,,,,,
,-746,20,-409,-1125,-2400,-795,,,,,,,,,,,,-9,,,,,
,-352,-5,-1784,-5189,-8214,-17966,,,,,,,,,,,,4,,,,,
,-114,-26,-475,-1527,-1672,-11077,,,,,,,,,,,,,,,,,
,236,25,-34,-51,37,827,,,,,,,,,,,,-8,,,,,
,163,-31,443,1240,1622,8976,,,,,,,,,,,,2,,,,,
,-346,2,1855,5339,8058,18117,,,,,,,,,,,,4,,,,,
,-83,5,482,1476,2400,2222,,,,,,,,,,,,-5,,,,,
,396,-21,-17,-117,619,-6541,,,,,,,,,,,,5,,,,,
,338,,-497,-1297,-1955,-2892,,,,,,,,,,,,12,,,,,
,-650,17,-1803,-5230,-8944,-9991,,,,,,,,,,,,-13,,,,,
,504,-2,-410,-1280,-2626,-1731,,,,,,,,,,,,3,,,,,
,-265,-9,18,60,189,-2107,,,,,,,,,,,,-7,,,,,
,260,-23,430,1034,2576,-3309,,,,,,,,,,,,7,,,,,
,-364,12,1765,5137,8432,15461,,,,,,,,,,,,-3,,,,,
,-128,-10,441,1829,2534,11874,,,,,,,,,,,,2,,,,,
,206,18,33,-363,-1329,833,,,,,,,,,,,,3,,,,,
,897,-19,-441,-1017,-1574,-4683,,,,,,,,,,,,-5,,,,,
,-1117,8,-1816,-5364,-7810,-22091,,,,,,,,,,,,-4,,,,,
,368,-17,-459,-1447,-2187,-4724,,,,,,,,,,,,7,,,,,
,-733,11,-6,23,-425,5620,,,,,,,,,,,,-1,,,,,
,559,-11,495,1349,1707,6595,,,,,,,,,,,,16,,,,,
,7,-19,1807,5273,8557,13810,,,,,,,,,,,,-2,,,,,
,2455,-2,421,1296,2794,-2197,,,,,,,,,,,,-14,,,,,
,-2827,6,-33,-72,107,-469,,,,,,,,,,,,-2,,,,,
,151,-4,-460,-1235,-2467,2145,,,,,,,,,,,,-2,,,,,
,587,4,-1752,-5113,-8799,-12305,,,,,,,,,,,,2,,,,,
,-882,-1,-413,-1345,-2192,-6076,,,,,,,,,,,,5,,,,,
,649,-1,-22,-96,625,-6641,,,,,,,,,,,,-6,,,,,
,-53,-4,407,1151,2235,2822,,,,,,,,,,,,7,,,,,
,-322,1,1795,5212,7968,21021,,,,,,,,,,,,5,,,,,
,1964,-1,480,1555,1846,7795,,,,,,,,,,,,-1,,,,,
,-2181,-16,17,47,37,-1363,,,,,,,,,,,,-6,,,,,
,1340,-2,-473,-1364,-1428,-10095,,,,,,,,,,,,-2,,,,,
,-1132,,-1841,-5280,-8246,-16437,,,,,,,,,,,,3,,,,,
,-177,-5,-438,-1398,-2731,932,,,,,,,,,,,,-10,,,,,
,370,5,45,116,-391,3340,,,,,,,,,,,,6,,,,,
,-76,,470,1301,2150,2445,,,,,,,,,,,,-2,,,,,
,449,-10,1774,5097,9038,8891,,,,,,,,,,,,1,,,,,
,-515,10,424,1123,1959,2381,,,,,,,,,,,,-4,,,,,
,38,-41,-17,641,785,7980,,,,,,,,,,,,,,,,,
,28,-2,-427,-1698,-3519,-2209,,,,,,,,,,,,4,,,,,
,-152,5,-1770,-5018,-8145,-16002,,,,,,,,,,,,-4,,,,,
,27,-5,-459,-1465,-1612,-10948,,,,,,,,,,,,5,,,,,
,334,2,-43,-91,181,-1599,,,,,,,,,,,,9,,,,,
,-103,-11,445,1235,1690,8971,,,,,,,,,,,,-5,,,,,
,-660,-4,1834,5327,8040,18982,,,,,,,,,,,,-19,,,,,
,509,2,467,1475,2217,3741,,,,,,,,,,,,13,,,,,
,-68,13,-8,-91,576,-6429,,,,,,,,,,,,1,,,,,
,-176,-30,-486,-1340,-1818,-5272,,,,,,,,,,,,2,,,,,
,256,17,-1804,-5222,-8842,-10102,,,,,,,,,,,,-2,,,,,
,-719,2,-400,-1279,-2662,-993,,,,,,,,,,,,-4,,,,,
,554,-20,22,107,17,-412,,,,,,,,,,,,2,,,,,
,-90,-14,435,1090,2625,-3058,,,,,,,,,,,,-5,,,,,
,-169,18,1753,5159,8728,13399,,,,,,,,,,,,-7,,,,,
,-12,-18,433,1414,1801,9784,,,,,,,,,,,,9,,,,,
,167,15,26,106,-436,3673,,,,,,,,,,,,7,,,,,
,-18,-28,-426,-1177,-2083,-3811,,,,,,,,,,,,-8,,,,,
,28,15,-1796,-5326,-7798,-21677,,,,,,,,,,,,8,,,,,
,277,2,-475,-1485,-1999,-7015,,,,,,,,,,,,6,,,,,
,-54,-24,-9,1,-398,5232,,,,,,,,,,,,-2,,,,,
,777,20,476,1310,1656,7256,,,,,,,,,,,,-5,,,,,
,-196,-21,1810,5329,8396,15240,,,,,,,,,,,,-3,,,,,
,-789,-11,449,1332,2768,-1622,,,,,,,,,,,,-1,,,,,
,398,6,-37,-157,213,-2833,,,,,,,,,,,,1,,,,,
,-497,,-464,-1340,-2653,1267,,,,,,,,,,,,-7,,,,,
,-27,5,-1776,-4604,-7811,-9412,,,,,,,,,,,,3,,,,,
,44,13,-400,-1884,-3420,-6971,,,,,,,,,,,,9,,,,,
,-303,-18,-10,105,906,-5384,,,,,,,,,,,,-3,,,,,
,414,-10,406,1133,2375,566,,,,,,,,,,,,-5,,,,,
,-225,12,1783,5243,8099,20598,,,,,,,,,,,,3,,,,,
,487,-13,471,1478,1763,8333,,,,,,,,,,,,,,,,,
,4,18,34,105,-69,121,,,,,,,,,,,,2,,,,,
,-448,,-472,-1328,-1465,-9383,,,,,,,,,,,,-2,,,,,
,-222,1,-1828,-5337,-8110,-18675,,,,,,,,,,,,2,,,,,
,516,-28,-450,-1384,-2631,411,,,,,,,,,,,,3,,,,,
,-427,-2,32,74,-435,3986,,,,,,,,,,,,,,,,,
,-43,,488,1354,2020,3889,,,,,,,,,,,,5,,,,,
,142,-1,1773,5131,8949,9609,,,,,,,,,,,,-13,,,,,
,-9,4,408,1293,2566,907,,,,,,,,,,,,7,,,,,
,-262,-1,-16,-6,-358,4810,,,,,,,,,,,,-1,,,,,
