Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,1805,19,-10,-11,-13,3,2,11,-23,,-1,-1,-10,-5,9,2,-1,5,,,,,
,-1696,1,5,6,6,1,8,4,14,20,-12,-1,-5,-2,8,-7,1,2,,,,,
,390,-20,7,1,12,-8,-10,-8,,2,-10,-7,7,5,-2,4,4,-8,,,,,
,-372,-1,2,-2,3,12,7,-5,-10,,12,7,-8,-3,-8,-5,-8,,,,,,
,-58,-11,-15,2,-7,-16,-2,,5,-8,-4,1,15,,-12,-7,-3,-13,,,,,
,15,-2,-2,-6,-6,-7,-6,14,10,5,5,-10,1,3,10,-7,3,8,,,,,
,1420,15,-2,-4,3,9,1,2,-10,-12,-1,3,13,-2,5,12,5,16,,,,,
,-1582,20,7,9,-1,13,3,-1,10,-3,-1,7,-5,5,9,3,,-1,,,,,
,16,-22,2,9,3,-11,4,-4,2,1,2,6,-3,-3,-2,4,-2,-2,,,,,
,19,-11,-4,-6,-2,1,-4,-1,-9,-10,-3,-4,-1,-5,1,-3,10,-1,,,,,
,276,-1,5,-3,-3,1,-9,3,4,13,20,3,-4,-2,4,9,-4,-3,,,,,
,-176,2,-11,-9,2,8,5,-5,4,4,-7,-17,4,7,-9,-7,-11,-3,,,,,
,54,-1,8,19,10,7,8,-1,11,3,-19,6,8,-10,3,-3,2,-2,,,,,
,301,1,-4,-4,-12,,-7,-2,-14,-3,3,3,-10,3,,6,5,6,,,,,
,-318,,2,-3,3,-1,-10,3,-16,2,6,,-2,2,,7,4,-5,,,,,
,826,-21,2,10,12,-3,,-2,16,-8,9,1,9,-3,-4,-13,-12,1,,,,,
,-896,-1,2,2,-13,,16,-1,-5,1,-11,-11,-10,-3,-6,1,-1,-3,,,,,
,-149,-9,,-11,-4,-4,-4,6,8,6,-10,-8,-3,4,-1,5,-3,-3,,,,,
,966,-1,-5,2,12,-13,3,2,,2,6,9,-1,-1,-8,,8,-5,,,,,
,-705,,-3,7,,-1,-1,,-4,-7,11,-6,4,5,-3,-5,7,-6,,,,,
,-117,1,4,6,-1,12,-1,-2,4,-6,5,12,1,2,20,14,-2,23,,,,,
,78,,-1,-14,-2,-10,5,,7,6,2,3,5,-1,10,5,1,4,,,,,
,-118,-2,-5,7,-6,1,1,-8,-4,-4,-17,-2,2,-11,-9,-7,-9,-2,,,,,
,143,2,15,2,-1,7,3,26,-8,2,3,-5,3,-5,,-9,6,-7,,,,,
,68,-22,-6,-2,-1,2,,-13,-4,11,6,-5,-12,1,2,-6,4,-6,,,,,
,-85,20,9,-4,17,4,6,-5,11,7,-4,19,4,7,1,18,-5,7,,,,,
,1680,-18,-13,-2,-17,-9,-14,1,-12,-13,3,-1,-4,1,,,5,-1,,,,,
,623,-3,-4,8,-5,-7,-6,3,4,,9,,12,5,1,-9,12,8,,,,,
,-1899,5,17,,11,3,1,3,-5,4,5,7,10,11,2,11,3,-1,,,,,
,-570,-13,-6,-3,7,10,,,5,-8,-21,-21,-18,-9,-14,-11,-4,-13,,,,,
,254,,-20,2,-3,9,,-8,13,7,1,8,9,-11,3,3,-4,-8,,,,,
,-322,1,-2,3,-8,-2,,,-15,-3,5,-3,-10,3,1,-5,-14,-1,,,,,
,122,-2,13,8,12,-9,10,1,-10,-5,7,1,9,,,-5,15,1,,,,,
,68,,-3,-8,-6,8,-3,-8,2,10,3,-2,2,12,-9,-6,7,16,,,,,
,243,12,13,-2,-2,4,1,22,18,8,-5,5,-9,-2,7,12,-5,1,,,,,
,-251,-11,1,1,6,-9,1,-8,-6,-4,-11,,-1,-3,10,5,-3,-2,,,,,
,-62,,-11,-17,11,1,-5,-4,-12,-11,12,7,2,8,3,-6,3,2,,,,,
,166,-19,5,5,-6,1,1,,,-6,-15,-7,-3,-20,-15,1,-2,-1,,,,,
,-142,19,-8,1,-20,-5,7,,7,11,1,-5,8,5,-4,-3,-2,3,,,,,
,414,-20,-5,-2,-1,-16,-7,4,17,-2,12,4,6,4,2,5,,-14,,,,,
,-454,-13,3,5,17,21,2,-5,8,12,4,6,-11,-9,2,-7,-12,-5,,,,,
,-123,2,,8,-2,-10,1,3,-16,,10,,1,5,,-1,-4,3,,,,,
,45,11,9,1,,6,-3,,-7,-10,-12,-7,-4,-3,8,-14,2,,,,,,
,60,-11,6,-13,,11,-2,2,10,-6,11,1,2,12,-5,21,1,-3,,,,,
,777,-1,-11,-14,-3,-1,7,-11,1,1,-4,8,11,4,1,12,14,14,,,,,
,-783,1,6,17,-5,3,-4,4,-14,11,-12,-4,-5,-14,5,-8,-4,1,,,,,
,78,,-6,-9,-4,-11,-6,1,-3,-10,-3,-13,-7,-2,1,-2,-1,-7,,,,,
,-192,-20,-6,,-5,-13,-9,-2,2,6,1,-3,11,3,-3,-6,-2,12,,,,,
,144,20,55429,55441,55504,55526,55428,55465,55488,55506,55490,55537,55555,55587,55485,55514,55576,55547,,,,,
,291,1,222804,222915,223152,223282,222835,223024,223186,223196,223176,223355,223446,223401,223051,223226,223472,223329,,,,,
,-420,,55983,56028,56080,56129,56005,56057,56100,56100,56102,56138,56169,56119,56037,56110,56165,56119,,,,,
,54,-31,3,7,-1,-1,5,,6,1,5,4,12,8,7,9,1,18,,,,,
,-137,9,-3,15,19,7,,5,4,-8,2,5,-8,-1,-12,-5,-9,-3,,,,,
,351,1,-4,-20,-4,1,-17,7,-7,-5,-11,10,3,-3,3,-7,4,-7,,,,,
,-81,-10,4,-8,9,2,2,,-2,-2,-2,-14,11,1,-13,-2,-7,-1,,,,,
,1480,20,7,5,-15,-7,6,-5,11,9,3,4,-5,10,,10,7,2,,,,,
,-1456,-14,-9,-8,-9,-7,-18,-10,-17,3,3,-4,2,-1,1,-10,10,5,,,,,
,2798,-6,1,1,,4,-3,-3,13,-1,2,1,-2,-4,5,12,-17,-7,,,,,
,4690,10,2,10,4,2,3,2,-5,-7,7,,3,-2,6,-1,4,,,,,,
,-3695,-7,-7,2,-8,-14,12,4,3,3,-8,-12,-17,-4,1,-14,8,-3,,,,,
,-2921,8,11,-5,,4,5,2,7,9,-3,4,9,5,-6,12,-2,10,,,,,
,-1128,-12,7,1,15,5,1,3,-3,1,-1,14,17,3,3,2,7,16,,,,,
,43,-13,-3,-8,3,2,-1,-4,-8,1,7,-8,-5,,-4,8,9,-12,,,,,
,1542,-6,-9,9,-3,6,-8,-1,3,,1,9,-14,-7,-9,-8,-7,-19,,,,,
,601,-13,-2,-5,-1,,6,-4,-7,-9,,,11,2,8,-14,-7,-10,,,,,
,-1566,3,,2,1,-9,13,16,5,8,,-7,4,,-5,-5,,16,,,,,
,-485,-1,,1,-5,-2,-1,-9,5,-1,-10,5,2,8,9,7,1,14,,,,,
,-48,,-6,3,-2,-6,-10,-4,1,1,-1,,4,7,,15,8,1,,,,,
,80,,5,1,4,-2,-4,11,1,2,13,-5,-20,-7,4,-12,8,,,,,,
,-96,-1,7,-1,,7,-2,-2,3,-13,-9,5,3,-1,-5,4,-8,-8,,,,,
,1376,1,-7,,-3,7,4,-5,-16,-12,12,-6,17,-3,-1,-1,,5,,,,,
,1859,,-5,-3,1,-4,7,-2,-11,15,-9,-4,-9,-5,4,5,-8,-13,,,,,
,-3346,-1,3,5,5,-7,-9,-6,10,10,-4,,-10,2,-6,-16,-25,-3,,,,,
,100,2,5,-8,-10,2,-2,-4,3,-16,11,10,11,12,5,17,12,9,,,,,
,6347,-1,-15,3,-7,4,-6,1,1,-3,6,-3,1,10,6,1,20,,,,,,
,-3850,25,2,3,9,12,-10,3,1,4,-9,-2,-4,-20,4,-16,6,-1,,,,,
,-2143,-34,3,-8,,-9,8,12,-1,-3,-6,-6,2,-11,-11,1,-23,-4,,,,,
,846,-11,-1,-1,-2,-4,19,-2,5,3,-2,1,-8,-8,-1,11,-3,3,,,,,
,-1122,,11,4,-7,-1,-1,-9,-10,12,2,6,-4,15,2,2,9,4,,,,,
,191,-12,-6,-4,10,-4,-6,7,4,-15,4,1,7,-2,5,-4,-4,-2,,,,,
,-198,1,3,4,3,8,-7,-12,12,6,-9,3,3,10,-9,3,11,-5,,,,,
,-82,,5,13,-12,-3,1,-1,-8,10,-5,-7,-13,-4,-3,,-3,,,,,,
,56,1,-12,-6,-4,3,2,1,6,-4,-1,-8,-8,2,9,7,-5,5,,,,,
,-82,-21,5,3,8,-4,,14,2,-6,21,9,10,-6,-3,-7,,-2,,,,,
,82,-2,11,-1,4,2,-7,-4,5,7,5,10,-2,-1,-2,5,-1,-1,,,,,
,-27,23,-1,-6,2,-5,2,,-3,-10,-8,-4,13,8,-2,-3,,11,,,,,
,199,,3,2,7,-1,-4,8,-7,-1,11,1,,,5,-10,8,9,,,,,
,3337,-15,-8,3,-1,18,10,-1,4,7,-11,,-8,-11,-1,-6,-20,-9,,,,,
,-3544,-7,-6,-6,-2,-13,3,2,5,-12,-1,-8,5,6,-7,7,11,-11,,,,,
,799,2,-12,-11,2,1,-13,-10,-15,3,-8,-2,-1,-3,9,-1,6,5,,,,,
,765,,11,-4,-3,-10,-4,-7,1,1,-1,5,-12,5,-4,5,-2,-3,,,,,
,32,-11,12,30,6,12,17,10,10,11,1,-5,7,-3,-3,-3,3,2,,,,,
,-1639,15,-10,2,-8,16,11,7,-6,4,1,-11,1,3,-1,3,-4,,,,,,
,92,-4,3,-10,2,-14,-3,-2,-2,-8,2,-5,-5,-2,-1,-3,4,-4,,,,,
,-181,-12,9,-4,,5,-5,-4,6,8,11,5,-7,-7,7,-7,6,-2,,,,,
,39,1,-8,4,6,10,5,-5,-10,-5,-6,15,5,6,3,-1,-5,9,,,,,
,1511,,-13,-8,-6,-8,-10,1,11,-4,-1,3,14,2,-2,12,4,,,,,,
,-1470,-20,10,9,-6,1,-1,3,-6,9,3,13,10,-3,6,-3,,1,,,,,
,33,20,6,4,10,-14,11,7,-1,-3,2,-9,-10,-5,-4,1,-11,-8,,,,,
,-21,-31,-6,-5,1,12,-5,-1,2,-7,4,-2,3,4,,1,5,7,,,,,
,-10,,4,-12,-4,2,-6,-5,-5,-3,-14,-14,-6,-1,-3,-12,-9,5,,,,,
,2644,11,8,2,11,3,14,6,3,13,3,7,8,6,-2,10,,-5,,,,,
,-2053,15,-14,11,-9,-12,4,-8,-4,2,3,11,-3,12,3,8,17,-7,,,,,
,-620,-13,-4,-7,-3,-18,-17,-7,-8,-18,3,-23,-7,-10,-12,-4,-2,3,,,,,
,487,-11,-1,3,,4,6,8,9,3,-5,10,1,-3,4,6,-13,-3,,,,,
,-568,11,11,1,1,21,3,11,12,5,10,5,-5,-4,19,-10,2,,,,,,
,114,-13,6,-2,-2,8,-4,-12,4,-3,-13,-10,8,4,-8,-15,-2,-1,,,,,
,-48,,-5,-4,3,-6,3,3,-9,9,1,9,-3,3,-6,11,4,8,,,,,
,176,-2,-8,5,-9,-2,-14,9,-1,1,,8,-2,2,-2,19,,,,,,,
,-114,2,7,8,7,,8,-9,5,10,15,-3,-9,-2,4,-10,-4,-10,,,,,
,-9,-1,-3,1,5,4,-2,-1,-5,2,-11,11,11,1,5,5,7,,,,,,
,-41,-19,-5,-13,1,3,-5,1,,-15,2,9,7,11,9,12,12,3,,,,,
,299,4,-1,-2,,-4,-4,1,-19,-9,-10,-20,-7,-6,-14,1,-19,10,,,,,
,-485,-14,,-13,4,-16,6,-9,1,4,,-7,-3,-13,13,-9,,1,,,,,
,-8,10,-13,15,-2,-6,2,-8,5,7,8,3,6,-2,-8,-6,3,-1,,,,,
,220,1,12,5,-2,,3,10,3,-8,4,4,-11,9,-2,-15,4,-2,,,,,
,350,-10,8,3,-6,3,8,10,10,-2,-10,-6,7,6,-5,9,-8,-10,,,,,
,1289,-1,2,-2,-8,17,-5,-5,-2,7,1,-6,-10,-9,-4,3,7,3,,,,,
,-1607,24,3,-4,18,9,3,5,8,3,-6,10,8,5,11,3,12,12,,,,,
,-48,-24,,8,1,-11,4,-1,-2,-4,6,-8,7,8,-2,-1,-6,-6,,,,,
,13,-7,3,-5,-4,-3,-8,1,6,-3,3,1,4,-12,,-12,-3,-7,,,,,
,-134,-17,5,5,1,4,-3,9,-9,,-9,10,-1,-5,1,3,-9,-1,,,,,
,1788,2,-13,-10,-8,-6,-7,-19,-14,-10,6,-10,-10,3,-4,3,5,2,,,,,
,-1796,12,,-8,8,3,3,3,7,8,9,14,-3,7,10,-6,-5,-4,,,,,
,139,-2,-1,7,-10,1,2,3,,8,-9,-10,-4,-6,-6,,-7,-2,,,,,
,-17,,-1,5,-15,-7,10,-9,8,-2,7,5,1,-2,-3,2,8,8,,,,,
,81,10,8,-1,3,4,-6,1,-10,-1,2,1,-7,6,-3,,9,2,,,,,
,2877,-28,-10,-7,19,12,-8,3,3,-5,-9,4,6,-1,-3,7,-13,10,,,,,
,-1276,-9,-3,11,-9,-18,-10,-9,-5,-7,2,-4,7,4,2,2,3,-2,,,,,
,-1736,,1,10,-2,5,2,-2,-3,18,-7,-15,-7,-11,,-20,2,-12,,,,,
,327,-2,4,-5,4,6,16,16,-4,-11,17,3,5,8,6,6,-1,1,,,,,
,-191,11,2,-10,9,-5,-3,-13,11,9,3,2,4,-1,1,14,1,-2,,,,,
,-198,17,-1,-2,-12,-5,-2,-3,5,4,-5,6,-5,6,4,-9,3,4,,,,,
,96,-17,5,14,5,,8,18,13,-2,,-7,19,-2,-8,1,5,-1,,,,,
,19,,8,-2,,-1,2,-3,-6,2,,7,-7,,3,14,-2,5,,,,,
,-38,,2,-5,6,-5,-4,-8,-11,-2,4,-1,-11,1,-1,-4,1,6,,,,,
,12297,-26,-14,-2,-8,-1,-10,-1,4,-14,-9,-1,,-7,-9,-11,-12,-8,,,,,
,-3759,10,-3,-10,,9,,5,-4,9,-5,,,1,-1,-1,-5,-8,,,,,
,-3814,-25,-7,,-7,-1,6,-11,3,-9,9,9,10,3,11,2,6,1,,,,,
,-3856,32,-5,-3,-2,-11,-1,-5,9,9,-15,-3,1,-5,,6,5,4,,,,,
,5876,-1,2,3,15,9,2,10,2,-6,4,-5,-1,1,-2,-9,4,-4,,,,,
,-3823,-38,13,23,14,8,4,11,5,5,1,-6,-11,4,-6,1,9,-4,,,,,
,-2070,5,2,-5,-13,-2,5,23,-14,-2,-1,-1,-1,6,11,-3,-5,8,,,,,
,-731,8,-3,-5,-5,-13,-9,-13,,-7,-1,-4,7,-11,-5,-3,-4,-4,,,,,
,96,-23,-6,-1,10,2,-8,-17,-3,-3,-8,1,2,-3,-6,10,,1,,,,,
,-238,12,1,-17,-17,7,1,-16,-1,10,-4,11,-10,4,3,,1,3,,,,,
,-30,,7,8,-5,10,7,7,1,3,22,-1,7,,5,-8,,-1,,,,,
,-143,-10,8,6,7,1,-5,12,5,-5,-3,7,3,10,,6,,3,,,,,
,95,9,-10,-11,,1,7,10,6,-8,1,-15,2,-8,-7,9,-6,-3,,,,,
,-15,2,-3,,-2,-11,7,1,-5,3,5,7,-1,-2,-3,-1,11,-9,,,,,
,134,-14,5,12,7,2,-13,4,-4,1,-3,5,-1,1,,-13,-9,10,,,,,
,-157,-1,1,-9,5,-7,-7,-17,-4,-6,7,-4,,-2,10,5,1,7,,,,,
,146,-17,-7,12,-12,,15,10,10,10,-15,9,-12,,-7,5,-4,-13,,,,,
,-58,3,10,2,-8,12,-6,2,3,10,5,-5,-5,-9,1,-16,-5,-6,,,,,
,-92,2,-9,-12,4,-2,-1,1,-11,-10,-9,-13,6,12,1,,,3,,,,,
,125,-17,-1,9,6,-7,-7,8,-2,3,7,17,4,2,,21,9,23,,,,,
,1254,50,-5,-5,-9,-6,4,-9,-15,-9,,-5,,-4,1,-11,15,-9,,,,,
,-1429,-23,10,-2,14,3,9,-9,13,6,-5,-3,,9,3,10,-8,6,,,,,
,75,-14,,10,9,-8,-2,,4,7,10,12,7,-2,-1,,6,-4,,,,,
,64,-1,-9,-8,-4,4,3,-4,-1,-5,-7,-8,-1,-2,-5,-2,-12,-5,,,,,
,12,6,16,-9,-13,13,-15,11,13,,5,5,-4,9,8,2,-5,-7,,,,,
,-86,-15,-7,14,12,-2,-9,-9,-6,2,-5,-14,-7,-5,-9,-3,9,7,,,,,
,204,-4,-14,8,-4,-2,4,-3,-16,-4,3,6,15,-7,,-1,-5,,,,,,
,-90,11,11,-7,-5,-12,-1,5,8,-6,4,9,-9,1,-2,,2,-5,,,,,
,594,-29,5,-6,1,7,19,3,9,13,5,-5,8,6,11,-5,11,8,,,,,
,-779,2,6,,-2,-2,12,-3,11,,-13,-1,-18,-4,4,3,-10,-7,,,,,
,4341,-1,-12,2,-8,9,-20,-5,-24,-5,5,1,4,1,-2,7,2,12,,,,,
,-3870,16,13,,14,-3,-10,10,4,-3,-4,-4,17,-6,-15,-3,-1,-6,,,,,
,-401,-1,-5,-3,-4,-1,15,1,-2,-4,-2,3,-12,-3,,-9,9,-9,,,,,
,156,-15,-17,-4,-3,2,-2,-2,-11,,-9,-4,1,-11,5,-2,-2,6,,,,,
,-65,-17,2,14,-2,-4,-6,,15,4,15,-1,-1,8,-11,-1,-18,,,,,,
,-62,18,3,-1,-3,-4,10,-4,5,3,,6,9,8,8,6,17,-9,,,,,
,-38,-2,7,-12,3,6,7,-3,-7,5,-5,-14,-6,-6,3,-3,-14,9,,,,,
,-29,-12,3,7,11,9,-7,-1,2,-9,-1,4,-1,,,-6,1,3,,,,,
,-50,13,5,-3,-3,-1,-5,-2,4,3,11,5,-3,1,7,-4,9,-8,,,,,
,70,-11,6,-7,-6,-8,2,4,-6,,-22,-6,-10,-2,-12,8,-9,6,,,,,
,37,-14,-55430,-55429,-55477,-55511,-55408,-55467,-55487,-55501,-55497,-55534,-55566,-55570,-55489,-55516,-55582,-55549,,,,,
,847,16,-222809,-222916,-223150,-223292,-222829,-223024,-223174,-223205,-223163,-223352,-223456,-223412,-223042,-223221,-223477,-223349,,,,,
,-847,-10,-55984,-56018,-56090,-56119,-56009,-56058,-56119,-56095,-56082,-56133,-56156,-56129,-56034,-56099,-56150,-56117,,,,,
,-1,-7,-6,-3,-2,3,-5,1,4,-12,-9,5,10,7,6,5,-2,6,,,,,
,140,-5,12,-13,-9,-1,2,4,-7,8,-18,-3,2,-9,2,-10,2,3,,,,,
,-18,37,3,3,4,-4,7,4,9,-3,9,-4,-12,3,6,10,-10,-10,,,,,
,-196,-36,2,,2,17,1,-9,3,1,13,-12,-15,-11,-8,-19,,8,,,,,
,-153,-2,-7,6,6,-12,,4,-3,2,-9,4,13,7,-6,7,8,-9,,,,,
,158,2,-2,3,-3,4,-7,6,3,-5,5,25,7,-6,,5,-6,-6,,,,,
,-0,2,4,5,-3,7,11,7,2,15,-9,-16,-6,10,-4,4,-2,8,,,,,
,-72,-5,2,-14,-6,-5,-1,4,1,-10,-5,-3,-2,3,7,-1,10,9,,,,,
,145,-5,2,5,11,-8,-10,-7,-6,8,9,13,6,8,3,2,,-6,,,,,
,-78,6,-6,-5,-6,6,-3,-9,2,3,9,-8,8,10,5,,-2,-4,,,,,
,-18,-18,-6,5,-3,1,12,-1,10,-7,-12,-3,-4,-20,-3,1,3,-8,,,,,
,2132,,,-11,9,-6,-7,1,-2,,2,5,2,-6,-3,3,-2,2,,,,,
,3155,-9,1,-4,,,-5,4,-4,-4,7,7,-5,4,2,-9,-1,2,,,,,
,-3886,10,8,17,-7,4,8,7,3,4,-6,-13,-13,-1,4,,-3,1,,,,,
,-1320,-26,-1,9,15,-8,16,-6,-7,5,3,9,6,12,-1,,6,2,,,,,
,-10,25,-1,-16,-13,3,-11,-11,,2,-11,-1,7,-5,-12,8,-1,-2,,,,,
,65,,8,10,-5,-1,-7,2,-9,-5,12,-3,4,1,14,-3,-3,7,,,,,
,92,-5,-3,-10,-3,10,8,-1,3,3,-2,-6,1,-3,-1,-11,-11,8,,,,,
,-147,5,,5,13,-2,-7,9,9,-9,-1,9,-19,2,-6,8,-6,-2,,,,,
,-95,-7,-5,10,1,-1,-12,,-3,-5,-4,2,6,2,8,-11,16,-7,,,,,
,64,-36,-4,-20,1,-12,5,3,-13,5,-10,-2,-2,-10,-23,5,5,6,,,,,
,99,38,,16,-9,-10,12,,4,4,11,11,12,9,5,4,7,8,,,,,
,-33,-38,-13,-1,-7,4,5,-11,1,-10,-1,-16,5,2,23,2,-3,-11,,,,,
,216,2,17,-3,-1,9,4,6,3,3,12,-12,-9,-6,-2,-5,-6,-8,,,,,
,-391,-2,-2,2,9,-11,-3,-10,3,-7,15,7,-1,3,-3,7,-3,-1,,,,,
,1811,3,2,-7,-11,7,-10,-3,,9,-20,3,2,6,-15,-14,1,-2,,,,,
,523,6,3,-3,5,13,-7,9,,-2,-10,-1,3,-10,17,-2,2,14,,,,,
,-2252,4,-2,13,5,1,2,7,8,5,17,16,-7,-2,-5,15,1,3,,,,,
,229,-6,5,12,7,-1,-1,,,3,9,-6,6,7,,3,-4,,,,,,
,2072,-8,7,-11,6,14,-2,2,10,9,-8,-9,4,-3,-7,-14,-1,-7,,,,,
,-2095,3,-6,-8,-4,-18,,-15,-12,-3,-11,10,-7,-8,-3,7,,-8,,,,,
,-338,-2,-7,3,-4,-10,-2,10,-12,,2,-7,5,3,-4,4,12,-1,,,,,
,420,-29,10,-13,6,17,5,7,16,1,5,-2,-3,4,2,9,,1,,,,,
,-67,18,-3,5,-1,-3,3,-15,-1,-3,3,9,8,9,-8,1,-9,4,,,,,
,-258,-17,-2,7,-15,-5,-6,5,-13,-4,-7,7,-7,5,15,-14,-4,1,,,,,
,-42,1,-2,10,-6,,8,8,11,2,3,-10,-7,-13,4,-6,2,-11,,,,,
,2,3,2,,7,2,,-2,15,-13,7,,1,-8,4,6,7,2,,,,,
,934,-5,-4,3,9,-8,-13,1,-5,1,6,4,6,3,2,5,-2,2,,,,,
,-1017,4,4,-8,2,-4,7,4,-7,11,-11,-3,5,8,-3,-6,7,3,,,,,
,181,-15,-4,-18,-11,16,3,-8,-11,-3,-19,-6,-8,-2,-1,-1,-6,3,,,,,
,-110,10,-8,6,1,7,8,-6,-2,-3,12,,-7,-9,,,-6,3,,,,,
,148,,7,9,,-8,-5,1,-1,-2,7,-5,-5,6,-1,4,7,-1,,,,,
,454,2,5,-6,9,-10,-8,4,3,9,-11,-3,4,-3,-13,-10,-4,-2,,,,,
,-442,-2,-4,8,6,7,18,2,3,-4,6,13,5,-2,7,7,-3,11,,,,,
,-132,-2,7,-9,-11,-2,4,-6,-2,1,-8,-12,7,-6,-6,-10,-11,-15,,,,,
,-66,-25,-10,2,-9,-7,-8,-1,-1,,9,5,3,10,13,5,9,,,,,,
,-2,-4,5,-6,-3,-3,-7,7,5,3,-1,-2,-7,-4,6,4,4,,,,,,
,-23,-3,-7,5,6,,,2,2,3,-14,8,-5,,-16,-2,-1,-5,,,,,
,254,3,-2,7,10,19,12,-6,5,-5,9,4,6,14,6,,6,1,,,,,
,-24,-13,18,,8,-9,-9,,-1,4,11,-1,2,-17,-1,9,-7,12,,,,,
,-209,11,1,-10,-5,-3,-2,-5,-21,-11,3,9,11,7,5,-2,9,4,,,,,
,119,1,-3,5,-6,4,10,8,6,5,-10,-8,-5,9,-2,-15,-4,,,,,,
,-111,-11,,-1,1,2,-6,3,20,14,2,-7,-7,-8,-9,10,,-12,,,,,
,586,17,-10,4,,-1,-5,-6,-8,-3,-6,-8,5,-3,5,10,3,,,,,,
,-551,7,1,2,5,-7,6,2,2,-15,6,-3,-9,,-7,-7,-13,7,,,,,
,-32,-14,4,-9,-2,1,-8,-6,,-6,,5,-5,10,,-3,-9,,,,,,
,-47,-5,,4,2,4,12,4,-5,6,-5,9,-1,-2,8,6,15,,,,,,
,1731,14,,4,-13,-7,-21,-2,7,14,3,1,8,-12,3,12,9,-1,,,,,
,-1170,7,-5,-7,-7,5,-13,-8,-6,-5,9,6,12,9,5,7,-10,,,,,,
,-404,-31,1,8,-1,3,11,4,-5,-3,-17,-6,-12,11,-14,-20,-1,-7,,,,,
,-8,10,-5,6,19,-2,,1,-5,2,-3,2,3,-13,2,11,3,-1,,,,,
,-146,2,,-4,-1,-1,18,1,11,,8,-10,-13,2,,-12,-6,8,,,,,
,29,-12,-6,-10,,,3,,8,,10,4,13,1,13,-5,-1,-3,,,,,
,1571,15,1,-3,2,,-3,1,-7,-2,-5,-1,-2,-9,-10,6,9,2,,,,,
,-1678,-11,11,11,-11,-3,-1,-1,-2,7,-7,5,1,1,2,1,-8,5,,,,,
,-2,13,-3,-1,-7,15,4,9,10,-11,9,1,10,9,-2,-7,-1,-4,,,,,
,76,-29,-14,-4,4,-1,-25,-1,-10,-2,-5,7,3,15,,,13,2,,,,,
,162,-2,3,12,7,-19,5,-8,,2,10,-14,-11,-5,-4,11,-6,-2,,,,,
,-100,-1,13,,12,10,11,22,7,8,-15,2,-5,-15,1,-4,13,2,,,,,
,-1,2,-5,-20,-15,-1,-13,-14,-15,-12,7,-16,2,-2,1,-21,-11,-13,,,,,
,115,,2,3,-9,-8,4,6,1,7,5,11,4,,5,21,-4,5,,,,,
,-61,,-2,2,10,-3,6,-7,-5,8,-4,4,-7,1,4,12,4,4,,,,,
,-134,-2,8,12,2,14,5,2,9,5,-6,3,4,1,-2,-16,,13,,,,,
,-67,5,1,-5,6,6,,,5,-8,4,,1,5,6,10,-1,7,,,,,
,106,-5,-14,3,-4,-2,4,-12,,-11,1,-4,-1,-6,-1,-4,-11,-18,,,,,
,-16,,3,-17,-10,-5,-7,6,-12,1,-6,-3,-2,4,-9,-8,-3,-3,,,,,
,98,3,-6,9,7,-8,-6,-1,13,1,4,19,3,,,-7,10,2,,,,,
,-19,-29,11,6,-1,7,14,12,6,2,,-5,2,5,11,12,7,,,,,,
,3883,27,9,4,1,5,-1,1,-14,-5,-8,-1,2,-9,,,3,-2,,,,,
,-3452,-1,-7,-7,,-4,-9,-14,-6,3,11,-4,6,-3,-7,-2,-1,-10,,,,,
,-263,-24,1,-2,16,9,7,12,,2,-10,1,-8,,-7,-20,-9,2,,,,,
,-142,-2,-2,6,-10,-6,-1,,11,-3,2,7,-7,-2,-5,12,-3,-8,,,,,
,-102,26,4,1,-9,-6,-13,2,-6,-4,8,-8,11,3,4,10,,8,,,,,
,-66,-32,1,-8,5,,7,-15,17,19,4,1,3,-1,4,-3,6,22,,,,,
,1252,-11,-5,13,2,-1,-1,-11,-6,-4,-9,,-7,5,-6,11,-7,-11,,,,,
,-983,-3,8,2,-3,1,-2,9,-9,,-1,7,-2,10,21,2,18,8,,,,,
,-226,14,7,-10,,-8,-1,10,-1,-17,4,-12,4,-10,-5,-2,-8,-2,,,,,
,-18,,-2,-10,12,11,6,9,6,4,2,-1,-2,4,-11,3,-8,-12,,,,,
,243,6,-8,6,-11,-1,14,-10,7,6,-14,1,-5,8,-5,-5,-3,,,,,,
,1811,,-4,8,-6,6,-13,,-7,1,8,4,3,,2,-8,5,-3,,,,,
,-80,2,,-4,12,8,-1,,11,-7,,-6,-13,-11,-3,1,5,8,,,,,
,-1772,-33,-4,-14,-15,-16,-6,1,,6,9,-3,5,-3,-1,-3,6,-6,,,,,
,-198,-2,1,-5,-2,-10,4,-1,-17,4,-8,9,7,11,13,3,,9,,,,,
,438,-2,1,14,11,12,-3,2,-5,-7,-5,-9,,-4,-15,-3,-26,-6,,,,,
,-511,,4,-1,1,8,8,4,5,,14,4,-5,-16,-10,-3,2,-3,,,,,
,113,1,-3,-1,3,-8,7,-1,-8,6,-2,,3,1,2,-7,19,1,,,,,
,30,1,5,7,-11,6,-12,-6,3,3,-5,-1,-13,10,17,5,,5,,,,,
